Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2004","2004","t","4191","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2005","2005","ha","8865","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2005","2005","kg/ha","1275.4","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2005","2005","t","11306","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2006","2006","ha","6750","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2006","2006","kg/ha","1348.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2006","2006","t","9100","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2007","2007","ha","6872","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2007","2007","kg/ha","1292.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2007","2007","t","8879","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2008","2008","ha","3301","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2008","2008","kg/ha","1765.5","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2008","2008","t","5828","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2009","2009","ha","3118","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2009","2009","kg/ha","1437.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2009","2009","t","4481","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2010","2010","ha","2252","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2010","2010","kg/ha","2163.7","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2010","2010","t","4873","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2011","2011","ha","2348","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2011","2011","kg/ha","2668.6","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2011","2011","t","6266","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2012","2012","ha","2242","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2012","2012","kg/ha","2247.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2012","2012","t","5038","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2013","2013","ha","2270","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2013","2013","kg/ha","2339.2","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2013","2013","t","5310","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2014","2014","ha","2315","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2014","2014","kg/ha","2234.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2014","2014","t","5172","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2015","2015","ha","1962","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2015","2015","kg/ha","1901.6","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2015","2015","t","3730","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2016","2016","ha","1505","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2016","2016","kg/ha","1675.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2016","2016","t","2521","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2017","2017","ha","2129","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2017","2017","kg/ha","1823.7","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2017","2017","t","3883","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2018","2018","ha","1140","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2018","2018","kg/ha","1267.7","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2018","2018","t","1445.19","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2019","2019","ha","1004","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2019","2019","kg/ha","1313","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2019","2019","t","1318.54","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2020","2020","ha","995","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2020","2020","kg/ha","1632.1","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2020","2020","t","1623.24","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2021","2021","ha","926","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2021","2021","kg/ha","1262.4","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2021","2021","t","1168.94","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2022","2022","ha","716","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2022","2022","kg/ha","1075.3","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2022","2022","t","769.78","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5312","Area harvested","0111","Wheat","2023","2023","ha","731","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5412","Yield","0111","Wheat","2023","2023","kg/ha","1145.6","A","Official figure",""
"QCL","Crops and livestock products","064","Bhutan","5510","Production","0111","Wheat","2023","2023","t","837.01","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2000","2000","ha","119538","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2000","2000","kg/ha","849.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2000","2000","t","101510","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2001","2001","ha","113916","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2001","2001","kg/ha","989","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2001","2001","t","112659","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2002","2002","ha","134579","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2002","2002","kg/ha","885","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2002","2002","t","119102","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2003","2003","ha","114324","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2003","2003","kg/ha","987.8","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2003","2003","t","112930","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2004","2004","ha","108797","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2004","2004","kg/ha","1066.5","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2004","2004","t","116037","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2005","2005","ha","122149","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2005","2005","kg/ha","1074.1","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2005","2005","t","131198","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2006","2006","ha","129290","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2006","2006","kg/ha","1111.3","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2006","2006","t","143677","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2007","2007","ha","181428","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2007","2007","kg/ha","921","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2007","2007","t","167095","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2008","2008","ha","154658","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2008","2008","kg/ha","1293.1","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2008","2008","t","199990","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2009","2009","ha","156670","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2009","2009","kg/ha","1286.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2009","2009","t","201508","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2010","2010","ha","173412","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2010","2010","kg/ha","1392","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2010","2010","t","241397","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2011","2011","ha","187985","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2011","2011","kg/ha","973.1","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2011","2011","t","182927","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2012","2012","ha","158019","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2012","2012","kg/ha","918.6","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2012","2012","t","145151.13","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2013","2013","ha","186919","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2013","2013","kg/ha","1116.7","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2013","2013","t","208735.26","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2014","2014","ha","149902","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2014","2014","kg/ha","1065.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2014","2014","t","159670","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2015","2015","ha","196188","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2015","2015","kg/ha","1720.8","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2015","2015","t","337599","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2016","2016","ha","229822","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2016","2016","kg/ha","1433.4","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2016","2016","t","329437","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2017","2017","ha","174386","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2017","2017","kg/ha","884.8","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2017","2017","t","154293","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2018","2018","ha","199569","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2018","2018","kg/ha","1511.7","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2018","2018","t","301688.85","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2019","2019","ha","197713","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2019","2019","kg/ha","1199.3","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2019","2019","t","237127","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2020","2020","ha","204546","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2020","2020","kg/ha","1522","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2020","2020","t","311310","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2021","2021","ha","201224","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2021","2021","kg/ha","1675.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2021","2021","t","337098.61","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2022","2022","ha","214962","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2022","2022","kg/ha","1445.5","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2022","2022","t","310729.65","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5312","Area harvested","0111","Wheat","2023","2023","ha","215288","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5412","Yield","0111","Wheat","2023","2023","kg/ha","1267.2","A","Official figure",""
"QCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5510","Production","0111","Wheat","2023","2023","t","272806.32","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2000","2000","ha","104082","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2000","2000","kg/ha","3229","E","Estimated value",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2000","2000","t","336085","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2001","2001","ha","105188","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2001","2001","kg/ha","2426.3","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2001","2001","t","255221","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2002","2002","ha","90682","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2002","2002","kg/ha","3002.6","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2002","2002","t","272280","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2003","2003","ha","71067","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2003","2003","kg/ha","2261.7","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2003","2003","t","160734","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2004","2004","ha","86890","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2004","2004","kg/ha","3671.1","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2004","2004","t","318986","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2005","2005","ha","81239","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2005","2005","kg/ha","3056.8","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2005","2005","t","248332","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2006","2006","ha","73348","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2006","2006","kg/ha","3169.8","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2006","2006","t","232496","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2007","2007","ha","73968","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2007","2007","kg/ha","3476","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2007","2007","t","257112","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2008","2008","ha","64392","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2008","2008","kg/ha","3735.4","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2008","2008","t","240533","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2009","2009","ha","67772","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2009","2009","kg/ha","3775.1","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2009","2009","t","255848","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2010","2010","ha","54623","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2010","2010","kg/ha","2662.1","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2010","2010","t","145412","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2011","2011","ha","58400","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2011","2011","kg/ha","3596","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2011","2011","t","210004","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2012","2012","ha","60713","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2012","2012","kg/ha","3708.2","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2012","2012","t","225137","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2013","2013","ha","67630","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2013","2013","kg/ha","3920.6","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2013","2013","t","265152","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2014","2014","ha","59550","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2014","2014","kg/ha","2864","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2014","2014","t","170550","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2015","2015","ha","60407","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2015","2015","kg/ha","3526.3","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2015","2015","t","213015","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2016","2016","ha","71394","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2016","2016","kg/ha","4294.5","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2016","2016","t","306605","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2017","2017","ha","70046","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2017","2017","kg/ha","4174","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2017","2017","t","292368.04","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2018","2018","ha","73591","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2018","2018","kg/ha","4019.6","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2018","2018","t","295810","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2019","2019","ha","68965","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2019","2019","kg/ha","3839.2","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2019","2019","t","264769","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2020","2020","ha","69914","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2020","2020","kg/ha","4602.9","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2020","2020","t","321804","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2021","2021","ha","65649","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2021","2021","kg/ha","4788.8","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2021","2021","t","314382","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2022","2022","ha","51541","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2022","2022","kg/ha","5460","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2022","2022","t","281414","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5312","Area harvested","0111","Wheat","2023","2023","ha","52903","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5412","Yield","0111","Wheat","2023","2023","kg/ha","4310","A","Official figure",""
"QCL","Crops and livestock products","070","Bosnia and Herzegovina","5510","Production","0111","Wheat","2023","2023","t","228012","A","Official figure",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0111","Wheat","2000","2000","ha","274","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5412","Yield","0111","Wheat","2000","2000","kg/ha","1586.2","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5510","Production","0111","Wheat","2000","2000","t","435.15","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0111","Wheat","2001","2001","ha","350","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5412","Yield","0111","Wheat","2001","2001","kg/ha","1571.4","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5510","Production","0111","Wheat","2001","2001","t","550","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0111","Wheat","2002","2002","ha","231","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5412","Yield","0111","Wheat","2002","2002","kg/ha","1454.9","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5510","Production","0111","Wheat","2002","2002","t","336.21","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5312","Area harvested","0111","Wheat","2003","2003","ha","215","I","Imputed value",""
"QCL","Crops and livestock products","072","Botswana","5412","Yield","0111","Wheat","2003","2003","kg/ha","1366.5","E","Estimated value",""
"QCL","Crops and livestock products","072","Botswana","5510","Production","0111","Wheat","2003","2003","t","294.13","I","Imputed value",""
